"Quarter","Region","State","Purpose","Trips"
13787,"Capital Country","New South Wales","Other",0.9571755
13879,"Capital Country","New South Wales","Other",5.149939
13970,"Capital Country","New South Wales","Other",7.2473802
14061,"Capital Country","New South Wales","Other",9.4555011
14153,"Capital Country","New South Wales","Other",5.4918883
14245,"Capital Country","New South Wales","Other",7.6809579
14335,"Capital Country","New South Wales","Other",6.383948
14426,"Capital Country","New South Wales","Other",4.7023175
14518,"Capital Country","New South Wales","Other",12.6428325
14610,"Capital Country","New South Wales","Other",13.1336331
14700,"Capital Country","New South Wales","Other",12.6615913
14791,"Capital Country","New South Wales","Other",15.8149481
14883,"Capital Country","New South Wales","Other",9.5705759
14975,"Capital Country","New South Wales","Other",4.2462723
15065,"Capital Country","New South Wales","Other",9.0847851
15156,"Capital Country","New South Wales","Other",14.0515626
15248,"Capital Country","New South Wales","Other",7.3853546
15340,"Capital Country","New South Wales","Other",3.5316487
15431,"Capital Country","New South Wales","Other",11.9920397
15522,"Capital Country","New South Wales","Other",5.8151582
15614,"Capital Country","New South Wales","Other",12.1285414
15706,"Capital Country","New South Wales","Other",12.5346687
15796,"Capital Country","New South Wales","Other",3.2910642
15887,"Capital Country","New South Wales","Other",9.3263657
15979,"Capital Country","New South Wales","Other",4.5059195
16071,"Capital Country","New South Wales","Other",8.7881608
16161,"Capital Country","New South Wales","Other",21.0900617
16252,"Capital Country","New South Wales","Other",9.159982
16344,"Capital Country","New South Wales","Other",12.4895691
16436,"Capital Country","New South Wales","Other",2.813958
16526,"Capital Country","New South Wales","Other",16.2957179
16617,"Capital Country","New South Wales","Other",8.4545755
16709,"Capital Country","New South Wales","Other",20.3014378
16801,"Capital Country","New South Wales","Other",15.2920037
16892,"Capital Country","New South Wales","Other",18.9356475
16983,"Capital Country","New South Wales","Other",2.9246772
17075,"Capital Country","New South Wales","Other",19.3135009
17167,"Capital Country","New South Wales","Other",23.165471
17257,"Capital Country","New South Wales","Other",20.085986
17348,"Capital Country","New South Wales","Other",16.6899661
17440,"Capital Country","New South Wales","Other",17.9705112
10227,"Capital Country","New South Wales","Visiting",100.0013013
10317,"Capital Country","New South Wales","Visiting",88.4707563
10408,"Capital Country","New South Wales","Visiting",71.5387036
10500,"Capital Country","New South Wales","Visiting",96.6611445
10592,"Capital Country","New South Wales","Visiting",74.4061355
10682,"Capital Country","New South Wales","Visiting",58.7400028
10773,"Capital Country","New South Wales","Visiting",79.6866219
10865,"Capital Country","New South Wales","Visiting",93.6007842
10957,"Capital Country","New South Wales","Visiting",75.2132179
11048,"Capital Country","New South Wales","Visiting",88.3630793
11139,"Capital Country","New South Wales","Visiting",83.796005
11231,"Capital Country","New South Wales","Visiting",94.8563238
11323,"Capital Country","New South Wales","Visiting",64.0569652
11413,"Capital Country","New South Wales","Visiting",88.3903038
11504,"Capital Country","New South Wales","Visiting",79.8524734
11596,"Capital Country","New South Wales","Visiting",114.6344739
11688,"Capital Country","New South Wales","Visiting",49.7892132
11778,"Capital Country","New South Wales","Visiting",85.3282598
11869,"Capital Country","New South Wales","Visiting",101.1473561
11961,"Capital Country","New South Wales","Visiting",112.5032734
12053,"Capital Country","New South Wales","Visiting",74.1614147
12143,"Capital Country","New South Wales","Visiting",85.9848818
12234,"Capital Country","New South Wales","Visiting",89.8083533
12326,"Capital Country","New South Wales","Visiting",94.2248902
12418,"Capital Country","New South Wales","Visiting",68.8783181
12509,"Capital Country","New South Wales","Visiting",103.6004607
12600,"Capital Country","New South Wales","Visiting",103.3902155
12692,"Capital Country","New South Wales","Visiting",138.5402525
12784,"Capital Country","New South Wales","Visiting",97.7933344
12874,"Capital Country","New South Wales","Visiting",95.2770952
12965,"Capital Country","New South Wales","Visiting",71.2317806
13057,"Capital Country","New South Wales","Visiting",77.7857577
13149,"Capital Country","New South Wales","Visiting",86.098601
13239,"Capital Country","New South Wales","Visiting",116.218532
13330,"Capital Country","New South Wales","Visiting",68.076642
13422,"Capital Country","New South Wales","Visiting",97.0613
13514,"Capital Country","New South Wales","Visiting",55.6361429
13604,"Capital Country","New South Wales","Visiting",96.0266971
13695,"Capital Country","New South Wales","Visiting",85.9361547
13787,"Capital Country","New South Wales","Visiting",92.8094559
13879,"Capital Country","New South Wales","Visiting",96.033914
13970,"Capital Country","New South Wales","Visiting",90.1217092
14061,"Capital Country","New South Wales","Visiting",86.1991927
14153,"Capital Country","New South Wales","Visiting",103.1885422
14245,"Capital Country","New South Wales","Visiting",79.692865
14335,"Capital Country","New South Wales","Visiting",62.1036218
14426,"Capital Country","New South Wales","Visiting",63.7889358
14518,"Capital Country","New South Wales","Visiting",127.6477972
14610,"Capital Country","New South Wales","Visiting",95.2420682
14700,"Capital Country","New South Wales","Visiting",89.2382806
14791,"Capital Country","New South Wales","Visiting",67.8943908
14883,"Capital Country","New South Wales","Visiting",92.7131403
14975,"Capital Country","New South Wales","Visiting",75.8878655
15065,"Capital Country","New South Wales","Visiting",133.0164781
15156,"Capital Country","New South Wales","Visiting",66.8192794
15248,"Capital Country","New South Wales","Visiting",124.6573291
15340,"Capital Country","New South Wales","Visiting",84.8882283
15431,"Capital Country","New South Wales","Visiting",136.1557942
15522,"Capital Country","New South Wales","Visiting",74.0986636
15614,"Capital Country","New South Wales","Visiting",111.4561656
15706,"Capital Country","New South Wales","Visiting",128.8169321
15796,"Capital Country","New South Wales","Visiting",103.9959167
15887,"Capital Country","New South Wales","Visiting",100.5579545
15979,"Capital Country","New South Wales","Visiting",130.7699997
16071,"Capital Country","New South Wales","Visiting",123.6069947
16161,"Capital Country","New South Wales","Visiting",83.1186326
16252,"Capital Country","New South Wales","Visiting",113.2801916
16344,"Capital Country","New South Wales","Visiting",89.25594
16436,"Capital Country","New South Wales","Visiting",109.3809639
16526,"Capital Country","New South Wales","Visiting",78.8333995
16617,"Capital Country","New South Wales","Visiting",138.545099
16709,"Capital Country","New South Wales","Visiting",144.4881509
16801,"Capital Country","New South Wales","Visiting",135.1980587
16892,"Capital Country","New South Wales","Visiting",122.0251819
16983,"Capital Country","New South Wales","Visiting",116.851045
17075,"Capital Country","New South Wales","Visiting",113.1478861
17167,"Capital Country","New South Wales","Visiting",123.6312175
17257,"Capital Country","New South Wales","Visiting",155.9933013
17348,"Capital Country","New South Wales","Visiting",126.3230867
17440,"Capital Country","New South Wales","Visiting",153.6528823
10227,"Central Coast","New South Wales","Business",24.2022147
10317,"Central Coast","New South Wales","Business",14.041508
10408,"Central Coast","New South Wales","Business",49.2162983
10500,"Central Coast","New South Wales","Business",31.5444344
10592,"Central Coast","New South Wales","Business",27.729696
10682,"Central Coast","New South Wales","Business",23.0765676
10773,"Central Coast","New South Wales","Business",26.5512013
10865,"Central Coast","New South Wales","Business",10.3144951
10957,"Central Coast","New South Wales","Business",8.0309548
11048,"Central Coast","New South Wales","Business",11.8704851
11139,"Central Coast","New South Wales","Business",11.8842885
11231,"Central Coast","New South Wales","Business",22.1332929
11323,"Central Coast","New South Wales","Business",35.9231336
11413,"Central Coast","New South Wales","Business",24.2715557
11504,"Central Coast","New South Wales","Business",11.9203588
11596,"Central Coast","New South Wales","Business",23.2847299
11688,"Central Coast","New South Wales","Business",28.4465544
11778,"Central Coast","New South Wales","Business",36.0462956
11869,"Central Coast","New South Wales","Business",40.6553084
11961,"Central Coast","New South Wales","Business",8.214641
12053,"Central Coast","New South Wales","Business",8.3007306
12143,"Central Coast","New South Wales","Business",29.5522113
12234,"Central Coast","New South Wales","Business",43.1659516
12326,"Central Coast","New South Wales","Business",15.3848055
12418,"Central Coast","New South Wales","Business",36.0209029
12509,"Central Coast","New South Wales","Business",34.3629427
12600,"Central Coast","New South Wales","Business",34.7355714
12692,"Central Coast","New South Wales","Business",28.1234956
12784,"Central Coast","New South Wales","Business",27.5257779
12874,"Central Coast","New South Wales","Business",26.2149657
12965,"Central Coast","New South Wales","Business",13.1848302
13057,"Central Coast","New South Wales","Business",12.3228841
13149,"Central Coast","New South Wales","Business",27.83963
13239,"Central Coast","New South Wales","Business",27.142624
13330,"Central Coast","New South Wales","Business",20.309979
13422,"Central Coast","New South Wales","Business",27.61173
13514,"Central Coast","New South Wales","Business",21.0033524
13604,"Central Coast","New South Wales","Business",38.6788393
13695,"Central Coast","New South Wales","Business",17.3612713
13787,"Central Coast","New South Wales","Business",24.9802373
13879,"Central Coast","New South Wales","Business",18.488945
13970,"Central Coast","New South Wales","Business",10.3585661
14061,"Central Coast","New South Wales","Business",22.2120559
14153,"Central Coast","New South Wales","Business",5.3813695
14245,"Central Coast","New South Wales","Business",38.1341956
14335,"Central Coast","New South Wales","Business",10.4997494
14426,"Central Coast","New South Wales","Business",9.6239004
14518,"Central Coast","New South Wales","Business",12.2228999
14610,"Central Coast","New South Wales","Business",25.8523709
14700,"Central Coast","New South Wales","Business",11.3280392
14791,"Central Coast","New South Wales","Business",0
14883,"Central Coast","New South Wales","Business",16.4128379
14975,"Central Coast","New South Wales","Business",6.846153
15065,"Central Coast","New South Wales","Business",18.4465942
15156,"Central Coast","New South Wales","Business",28.195671
15248,"Central Coast","New South Wales","Business",7.913085
15340,"Central Coast","New South Wales","Business",4.3563202
15431,"Central Coast","New South Wales","Business",29.1342923
15522,"Central Coast","New South Wales","Business",43.0287792
15614,"Central Coast","New South Wales","Business",3.5723595
15706,"Central Coast","New South Wales","Business",23.8642974
15796,"Central Coast","New South Wales","Business",18.521523
15887,"Central Coast","New South Wales","Business",3.0826633
15979,"Central Coast","New South Wales","Business",14.5005348
16071,"Central Coast","New South Wales","Business",18.2663266
16161,"Central Coast","New South Wales","Business",22.4574913
16252,"Central Coast","New South Wales","Business",13.5889576
16344,"Central Coast","New South Wales","Business",12.5447362
16436,"Central Coast","New South Wales","Business",13.1754509
16526,"Central Coast","New South Wales","Business",22.5744443
16617,"Central Coast","New South Wales","Business",19.0439899
16709,"Central Coast","New South Wales","Business",20.8517937
16801,"Central Coast","New South Wales","Business",14.9589019
16892,"Central Coast","New South Wales","Business",19.2389881
16983,"Central Coast","New South Wales","Business",15.0180833
17075,"Central Coast","New South Wales","Business",24.1805152
17167,"Central Coast","New South Wales","Business",43.1279573
17257,"Central Coast","New South Wales","Business",30.9116231
17348,"Central Coast","New South Wales","Business",28.27234
17440,"Central Coast","New South Wales","Business",42.4454375
10227,"Central Coast","New South Wales","Holiday",279.4885929
10317,"Central Coast","New South Wales","Holiday",140.4221808
10408,"Central Coast","New South Wales","Holiday",104.7387161
10500,"Central Coast","New South Wales","Holiday",158.9074539
10592,"Central Coast","New South Wales","Holiday",211.1166595
10682,"Central Coast","New South Wales","Holiday",148.2628236
10773,"Central Coast","New South Wales","Holiday",109.8945399
10865,"Central Coast","New South Wales","Holiday",163.7153836
10957,"Central Coast","New South Wales","Holiday",209.5807429
11048,"Central Coast","New South Wales","Holiday",191.4782429
11139,"Central Coast","New South Wales","Holiday",145.8214006
11231,"Central Coast","New South Wales","Holiday",173.742998
11323,"Central Coast","New South Wales","Holiday",220.1311259
11413,"Central Coast","New South Wales","Holiday",162.8483598
11504,"Central Coast","New South Wales","Holiday",127.9294298
11596,"Central Coast","New South Wales","Holiday",229.1510871
11688,"Central Coast","New South Wales","Holiday",196.277932
11778,"Central Coast","New South Wales","Holiday",143.8323294
11869,"Central Coast","New South Wales","Holiday",77.4109725
11961,"Central Coast","New South Wales","Holiday",198.6034493
12053,"Central Coast","New South Wales","Holiday",279.7284379
12143,"Central Coast","New South Wales","Holiday",129.6913973
12234,"Central Coast","New South Wales","Holiday",97.3987607
12326,"Central Coast","New South Wales","Holiday",158.3438571
12418,"Central Coast","New South Wales","Holiday",280.6193767
12509,"Central Coast","New South Wales","Holiday",189.6682146
12600,"Central Coast","New South Wales","Holiday",98.6570638
12692,"Central Coast","New South Wales","Holiday",126.7518165
12784,"Central Coast","New South Wales","Holiday",222.1877907
12874,"Central Coast","New South Wales","Holiday",122.836855
12965,"Central Coast","New South Wales","Holiday",92.0409163
